u,Trial_1,Trial_2,Trial_3
0.0,0.0012915564067814455,0.0013377246443151754,0.0010023396888910357
0.02040816326530612,0.001240901830170518,0.0012439935323323406,0.0010873173269825315
0.04081632653061224,0.0011585311747636573,0.0015900094114960153,0.0011670833827857581
0.061224489795918366,0.0013706578707764357,0.0012704541889380374,0.0014964154528007275
0.08163265306122448,0.0014526061119385083,0.0015399301196503293,0.0013865630377617535
0.1020408163265306,0.0013976733690879782,0.0014554663937669395,0.001493825742224567
0.12244897959183673,0.0015297000177755342,0.0012094184518757066,0.0017172133230961522
0.14285714285714285,0.0014573299274005071,0.0016492963591745497,0.0015672529171676022
0.16326530612244897,0.0014521100520576804,0.0015692968707296676,0.0012298313520737406
0.18367346938775508,0.0013300989306340649,0.001185184853188283,0.0012884743805877336
0.2040816326530612,0.0012659863795712598,0.0017576216865105901,0.0020586531234689704
0.22448979591836732,0.001602265780436014,0.0016704670638023643,0.0019946817373465483
0.24489795918367346,0.0016379749216707418,0.001981650483613745,0.0013828973591839485
0.26530612244897955,0.0012505940094152685,0.0015217686347085337,0.0021287144546984224
0.2857142857142857,0.0014829207863306963,0.0021621595935092702,0.0023005894665925116
0.3061224489795918,0.0013267338641174654,0.0017404559782614971,0.0015146433932334271
0.32653061224489793,0.0017781472439962773,0.0018573789569714331,0.0021252461717132416
0.3469387755102041,0.0013709759877582068,0.0021534380090468654,0.0020923816149527375
0.36734693877551017,0.0015767895580812408,0.0019960512228511334,0.0022573588843853186
0.3877551020408163,0.0019931344466578692,0.0020939763259762924,0.0016793690610639284
0.4081632653061224,0.001431203797623944,0.0027277204357501013,0.0016725980361914613
0.42857142857142855,0.002138847080472772,0.0018139182649674302,0.0022894642343372
0.44897959183673464,0.0025792573434879275,0.0019883393039010844,0.002097001461598538
0.4693877551020408,0.0014613063955856438,0.00279360352122779,0.002070846813491774
0.4897959183673469,0.0021961426937313886,0.0025747112139670692,0.00344649916149861
0.5102040816326531,0.002809561270198838,0.003400372693935382,0.002823006959946637
0.5306122448979591,0.0019165030021855473,0.0026857823060037504,0.0015363541984787924
0.5510204081632653,0.0016949488517509668,0.0022301426877935054,0.0029195365065002575
0.5714285714285714,0.003484894918026834,0.002764609481376721,0.0024333277634662497
0.5918367346938775,0.0022815797628698,0.00402385489890186,0.003226938694127364
0.6122448979591836,0.0023852948304284396,0.0025196087942074502,0.0036816955292533118
0.6326530612244897,0.003219314950596281,0.004251590117226338,0.002488619158411525
0.6530612244897959,0.0032133573001738897,0.0022766661714783204,0.0037206479688849793
0.673469387755102,0.003461898016898289,0.0033216077263153302,0.0027704436685982554
0.6938775510204082,0.003075492743382845,0.005235683942203674,0.00421692938351558
0.7142857142857142,0.0024088077963487398,0.003185207428217412,0.0028001508281276727
0.7346938775510203,0.005173411333034935,0.004978363381768888,0.005918129358867434
0.7551020408163265,0.004458412274989345,0.004871577213427338,0.005465830966241687
0.7755102040816326,0.007004729942604576,0.0041023679867234365,0.0059334462002782395
0.7959183673469387,0.003429618185052518,0.006039313518728015,0.00428008327787491
0.8163265306122448,0.006277378412570164,0.0078562406609594,0.006008291496969556
0.836734693877551,0.004576795951185229,0.01479372580276672,0.004339304550881776
0.8571428571428571,0.008821426704550423,0.006875404045533971,0.004845990186694445
0.8775510204081632,0.007320066280197304,0.012783231831012662,0.0176930949422182
0.8979591836734693,0.013005009116821079,0.011825148628311768,0.004525784641380511
0.9183673469387754,0.011597732657459442,0.006127543934606563,0.007950845458075381
0.9387755102040816,0.015737159316322157,0.0209236652194877,0.007214888166374581
0.9591836734693877,,,
0.9795918367346939,,,
1.0,,,
