u,Trial_1,Trial_2,Trial_3
1.0,0.0021079578320129955,0.0013572310558740332,0.0018362537071893647
1.032734693877551,0.0013923382479209079,0.0013166740204325913,0.0011318321370270463
1.065469387755102,0.002323165817608967,0.0012445412615085263,0.0015916991363251816
1.098204081632653,0.0012546579155014368,0.001509471317198033,0.0013485136012578321
1.130938775510204,0.0014789184710931734,0.0019070819480133483,0.0018672949751779736
1.163673469387755,0.002014598203809959,0.0015329977067448186,0.0013197431337980611
1.196408163265306,0.001689944999950621,0.0020448959504730186,0.001466866785885668
1.229142857142857,0.0016862260845776794,0.0016128445674545135,0.0019165190998478268
1.261877551020408,0.00179373520142784,0.0018357461674982356,0.0017406810472910478
1.2946122448979591,0.0015361761945765493,0.001650446826025911,0.0021350174892452657
1.3273469387755101,0.0018791029351426691,0.001575145814940865,0.0020955546929307613
1.3600816326530611,0.0011050201155720161,0.0014988657018859687,0.001834260643990932
1.3928163265306122,0.0017231589702621877,0.0024220330852757817,0.0016958079773605808
1.4255510204081632,0.0015800461654189883,0.0020379961831120653,0.0015279534371436573
1.4582857142857142,0.001722080378904928,0.0019171846533777006,0.0016808942565027423
1.4910204081632652,0.0017709091449831264,0.0024886429094665595,0.0019728817707718705
1.5237551020408162,0.0016719226999502312,0.002334825689117542,0.0012964314369224206
1.5564897959183672,0.001609279091181397,0.0021317663781405274,0.001234185753930091
1.5892244897959182,0.0015123666327664397,0.001934620273350743,0.002478436395659734
1.6219591836734693,0.0011687212609762384,0.002112467008038704,0.0021276661229967606
1.6546938775510203,0.0014856721903618564,0.0018441808173944043,0.001782064502772699
1.6874285714285713,0.00196338425026065,0.0017824910819155212,0.0020692276428665294
1.7201632653061223,0.001879775730555983,0.001851842375420798,0.0012932893705852315
1.7528979591836733,0.0017300055858467276,0.002911190824304418,0.0019627775507119576
1.7856326530612245,0.002674047311353247,0.002737616661855511,0.0025891610199160007
1.8183673469387756,0.0028234262885100912,0.0014754034336759154,0.0019784612098604788
1.8511020408163266,0.0017497656704577203,0.0026435058356658425,0.00240612880344316
1.8838367346938776,0.002215380872476056,0.0029888898125830497,0.0024962070522821455
1.9165714285714286,0.0022221219877823187,0.002623900829854223,0.002620407371606998
1.9493061224489796,0.0021405393760850263,0.0018516694099743167,0.0022730344421005473
1.9820408163265306,0.0024312258203678955,0.002305481002364969,0.0030450428703320616
2.014775510204082,0.003150690509145584,0.0015343115202560975,0.0029576196527868
2.0475102040816324,0.002367489653926438,0.0021726529796733825,0.002388686507566568
2.080244897959184,0.0018854375199673914,0.002498818591162691,0.004271233642345456
2.1129795918367344,0.0024104977390959647,0.0034935441902453003,0.002390009333098216
2.145714285714286,0.002856031368272059,0.0025551802604482643,0.0032970720939547037
2.1784489795918365,0.0027600411789891455,0.0017022255601873855,0.002687775719147904
2.211183673469388,0.004713194819493496,0.0025568601303274114,0.004811757393373136
2.2439183673469385,0.0021442898670651603,0.003124491459469949,0.0026881798101989285
2.27665306122449,0.003948324255321087,0.0029061757960862932,0.0050334387946434625
2.3093877551020405,0.002501180562683847,0.00415056189994575,0.004494501599831386
2.342122448979592,0.003900681814816511,0.002967332167304871,0.0056486475580958566
2.3748571428571426,0.0036554960696567286,0.006671279445040463,0.003311455300378775
2.407591836734694,0.006725037594232675,0.002739002328517973,0.005043736748746949
2.4403265306122446,0.008314329268893536,0.0032833553256508743,0.006377246528437726
2.473061224489796,0.0033426605303493568,0.00509851237223322,0.004012465412704816
2.5057959183673466,0.0118554188244426,0.007356327253349446,0.004929632942657738
2.538530612244898,0.00933021921433288,0.0077562832736482465,0.007687188997173391
2.571265306122449,0.015560400248546925,0.018400862838569464,0.012671388063453392
2.604,0.0445125337788034,0.05621863946903837,0.09783149455605791
