u,Trial_1,Trial_2,Trial_3
0.0,0.0001623276166577134,0.00012046230786229921,0.00015944789785639734
0.06283673469387756,0.0001501450957382079,0.0001279249989645756,0.00018366876353907724
0.12567346938775512,0.00015694213840577312,0.00014576677067388764,0.00013353378470189854
0.18851020408163266,0.00016914725140252916,0.00015118815242192056,0.00017158254254858815
0.25134693877551023,0.00012955397462087665,0.00014813775498824817,0.00014208769842312185
0.3141836734693878,0.0001682889235338754,0.00017293281252043734,0.00016146390036291095
0.3770204081632653,0.0001719663883262813,0.0001472934146676111,0.00019014459714737365
0.4398571428571429,0.00013888146136327206,0.00017122267398328662,0.0001690510473199527
0.5026938775510205,0.00017877421374089795,0.00014605112467747092,0.00018395057492985207
0.565530612244898,0.00012095462021325915,0.00017899703146424185,0.00016942957854639408
0.6283673469387756,0.00019150379018156126,0.0002204579562521575,0.00017761925663680226
0.6912040816326531,0.00019139294325762695,0.00018578565258078148,0.0001900917774297768
0.7540408163265306,0.00019954965531260196,0.00015945195418375308,0.00022807901285109026
0.8168775510204083,0.00016387541504181075,0.00018493131307253965,0.00022613998260834914
0.8797142857142858,0.00022329253276145923,0.00015938002045303532,0.00018861291629285103
0.9425510204081634,0.00016975744604108854,0.00016887404706125567,0.0001942730177359268
1.005387755102041,0.00019737179416230838,0.0002201486699025909,0.00022592752215915547
1.0682244897959186,0.00017680958545583325,0.0001989670831106024,0.00022949783394520212
1.131061224489796,0.00017964648374980605,0.00016212557490048713,0.00026106153194329794
1.1938979591836736,0.00020024710139323698,0.00019868757618717644,0.00019390736445255993
1.2567346938775512,0.00019684891091763606,0.00024308380071223572,0.00025899414335339835
1.3195714285714286,0.0001863703440716078,0.00021381139156280386,0.00022895480944746583
1.3824081632653062,0.00018595937853812625,0.00021913424304667833,0.00019440647659144827
1.4452448979591839,0.00028817505399708214,0.00022282122897744223,0.00020533608679919617
1.5080816326530613,0.000251277203895223,0.00020903092413549808,0.00019632638321786004
1.570918367346939,0.00024992844261100986,0.000266703503565811,0.00023306488370735382
1.6337551020408165,0.00027403810552476096,0.000267427639455722,0.00021852159126246586
1.6965918367346942,0.00022796899779028342,0.00015120086875794033,0.00028238871770384786
1.7594285714285716,0.00029542226426938935,0.0002884761216596861,0.00032299954901184274
1.8222653061224492,0.00025474351824623476,0.00028090602964389225,0.00018112993544286182
1.8851020408163268,0.0002536397038785367,0.00022999479630018824,0.00024266653026696727
1.9479387755102042,0.00022226657289941269,0.00022428226818189755,0.0002470608569249598
2.010775510204082,0.0002605982909375162,0.0002478732571543473,0.0002930607223106466
2.0736122448979595,0.0003107997187850077,0.00025966434190878395,0.0002716702789260159
2.136448979591837,0.00024441042093809766,0.00026728222968568213,0.0003420720123345449
2.1992857142857147,0.0003866710686452038,0.0004083203062688842,0.0003201467969669858
2.262122448979592,0.00037070651064260394,0.0002489633881396154,0.00033223008012881887
2.3249591836734695,0.0003454538268388516,0.0003328928973669341,0.0003154000466131903
2.387795918367347,0.0004104430826804852,0.00034874178218128596,0.0003804440417204828
2.450632653061225,0.0004709581887009116,0.00048507022075784363,0.0003417724025785525
2.5134693877551024,0.00042735024622326417,0.00046159780627147976,0.00040483197277862965
2.57630612244898,0.00037967848157403173,0.0003915690573530168,0.0004259033454873443
2.6391428571428572,0.00034529887094044293,0.0004185738648223561,0.00047241136122741744
2.701979591836735,0.0005516526260212648,0.0004612214037265068,0.0005353100361483663
2.7648163265306125,0.0005267212236342745,0.00046956785690648885,0.0005958372766946376
2.82765306122449,0.000636195728542291,0.000530791837342472,0.0006441978947833007
2.8904897959183677,0.0005371016454617251,0.0007275496062293253,0.0008586188349300806
2.9533265306122454,0.0007928142327112675,0.0009005635711771384,0.000985468613014594
3.0161632653061226,0.0014600361435835754,0.0009759253783040494,0.0013124343343615663
3.079,,,
